chr;pos;strand;Name;Islands_Name;Relation_to_Island;UCSC_RefGene_Name;UCSC_RefGene_Accession;UCSC_RefGene_Group;Phantom;DMR;Enhancer;HMM_Island;Regulatory_Feature_Name;Regulatory_Feature_Group;DHS;logFC;AveExpr;t;P.Value;adj.P.Val;B
chr15;59587546;-;cg24263283;;OpenSea;MYO1E;NM_004998;Body;;;TRUE;;;;;0.0460829053221288;0.794252015789474;4.58847801777925;4.87463195641916e-05;0.00398770938211055;1.21613939633717
chrX;107225046;+;cg25071429;;OpenSea;TEX13B;NM_031273;Body;;;;;;;;-0.132116813445378;0.619643947368421;-4.5878668749211;4.88376064848657e-05;0.00399443093577674;1.2143083046677
chrX;153694773;+;cg03692149;chrX:153694352-153694774;Island;PLXNA3;NM_017514;Body;;;;X:153347562-153347968;X:153694734-153694943;Unclassified_Cell_type_specific;;-0.05712995070028;0.903811926315789;-4.58768204429653;4.88652479516456e-05;0.00399594538543743;1.2137545328101
chr14;99507062;+;cg26102435;;OpenSea;;;;;;;14:98576815-98576961;;;;-0.0836159154061626;0.766675010526316;-4.58552986363825;4.91882441231771e-05;0.00402160732907314;1.20730682832841
chrX;114523818;+;cg08693325;;OpenSea;LUZP4;NM_016383;TSS1500;;;;;;;;-0.0785633633053221;0.521789886842105;-4.58426421243801;4.9379172595807e-05;0.00403646391569802;1.20351546238455
chrX;106449726;+;cg20112962;chrX:106449029-106449740;Island;"CXorf41;NUP62CL;CXorf41";"NM_001169154;NM_017681;NM_173494";"TSS200;TSS200;TSS200";;;;X:106335686-106336601;X:106449138-106449985;Unclassified;TRUE;0.0887192783473389;0.148042306052632;4.58363690301461;4.94740751648187e-05;0.00404346685535176;1.20163641091962
chr14;94211818;+;cg16244889;;OpenSea;PRIMA1;NM_178013;Body;;;TRUE;;;;;-0.0813463162464986;0.405731092105263;-4.58315673611387;4.95468386675675e-05;0.00404865811529809;1.2001981603338
chrX;62979075;+;cg23898213;chrX:62974713-62975218;S_Shelf;;;;;;;;;;;-0.0887589324929972;0.314699981578947;-4.58138301940646;4.98165393317009e-05;0.00406923803237291;1.19488568395054
chrX;41135426;-;cg09679059;chrX:41135116-41135669;Island;;;;;;TRUE;X:41020118-41020838;X:41134723-41136222;Unclassified;;0.0909559158263305;0.0877875407894737;4.58137817767686;4.98172775118546e-05;0.00406923803237291;1.19487118321859
chr6;33130918;-;cg02890435;chr6:33129291-33129718;S_Shore;"COL11A2;COL11A2;COL11A2";"NM_080680;NM_080679;NM_080681";"3'UTR;3'UTR;3'UTR";;;;;;;;-0.0557149938375351;0.636523852631579;-4.57983802428549;5.00526402932438e-05;0.00408770074505271;1.19025871853184
chrX;10645846;-;cg20521035;;OpenSea;"MID1;MID1";"NM_001098624;NM_033290";"TSS200;5'UTR";;;;;;;;-0.0941230271708683;0.684008060526316;-4.57845796781869;5.02644678642696e-05;0.00410423485654207;1.18612607924581
chrX;71499379;-;cg25497157;chrX:71496700-71497227;S_Shelf;;;;;;;;;;;-0.1035378;0.490153542105263;-4.57817963190842;5.03072970944527e-05;0.00410696618695921;1.1852926321532
chr16;57290525;+;cg06152526;;OpenSea;PLLP;NM_015993;3'UTR;;;;;;;;-0.0528332868347339;0.634610963157895;-4.57804771934511;5.03276078342956e-05;0.00410785848668581;1.18489763901981
chrX;106142458;+;cg18031151;;OpenSea;CLDN2;NM_001171092;TSS1500;;;;;;;;-0.0942947221288516;0.8075628;-4.5778377555991;5.03599528752452e-05;0.00410973253892683;1.18426893940943
chrX;9912520;-;cg04437234;chrX:9912585-9912968;N_Shore;SHROOM2;NM_001649;Body;;;;;;;;-0.0621775857142857;0.874467102631579;-4.57742529093774;5.04235529486473e-05;0.00411415605187711;1.18303390966956
chrX;118830530;+;cg10729706;chrX:118826452-118827731;S_Shelf;;;;;;;;;;;-0.0602942168067228;0.878094;-4.57685731568328;5.05112615361344e-05;0.00412054461097605;1.1813332901874
chrX;92561519;+;ch.X.92448175R;;OpenSea;;;;;;;;;;;-0.0579424358543417;0.227935768421053;-4.57650970454218;5.05650149054979e-05;0.0041241613498188;1.18029250922858
chr1;153312501;-;cg21400802;;OpenSea;PGLYRP4;NM_020393;Body;;;;;1:153312368-153312553;Unclassified_Cell_type_specific;;-0.0719580145658262;0.713644105263158;-4.57513910500795;5.07775093339163e-05;0.00414072149857715;1.17618901774303
chrX;147062704;+;cg02834125;chrX:147062671-147062917;Island;FMR1NB;NM_152578;TSS200;;;;X:146870370-146870729;;;;-0.105751522128852;0.890658910526316;-4.57472983747784;5.08411315741876e-05;0.00414513775476877;1.17496376206773
chrX;136114625;-;cg22665187;chrX:136115826-136116275;N_Shore;GPR101;NM_054021;TSS1500;;CDMR;;X:135940995-135942513;;;TRUE;0.160480540392157;0.216054407368421;4.57444692819836;5.08851568289711e-05;0.00414795489874046;1.17411681265653
chrX;119005989;-;cg15755924;chrX:119005251-119006217;Island;"RNF113A;NDUFA1";"NM_006978;NM_004541";"TSS200;Body";;;;X:118889144-118890238;X:119005139-119006336;Promoter_Associated_Cell_type_specific;TRUE;0.118638131736695;0.188328793947368;4.57291159446609;5.11247353309195e-05;0.00416598568687926;1.16952071756476
chrX;48822639;-;cg17545301;chrX:48825776-48826593;N_Shelf;KCND1;NM_004979;Body;;;;;;;;-0.0714978212885155;0.886763457894737;-4.57290749199247;5.11253769805463e-05;0.00416598568687926;1.16950843718989
chrX;16738200;+;cg22321559;chrX:16737618-16738099;S_Shore;"SYAP1;SYAP1";"NR_033181;NM_032796";"Body;Body";;;;X:16647540-16648122;X:16737012-16738641;Promoter_Associated_Cell_type_specific;;0.0612377222969188;0.0948142821052632;4.57165187109683;5.13221363042043e-05;0.00418124070254071;1.16574999680788
chrX;152740227;-;cg19897275;chrX:152740205-152740657;Island;;;;;;;X:152393344-152393840;X:152739439-152741123;Unclassified_Cell_type_specific;TRUE;0.13228063140056;0.132022611842105;4.57134597483045;5.13701839995786e-05;0.00418437668417996;1.16483440351947
chrX;130037302;-;cg10090585;chrX:130036747-130037158;S_Shore;"ENOX2;ENOX2";"NM_182314;NM_006375";"TSS200;TSS200";;;;X:129864429-129865131;X:130036533-130037996;Promoter_Associated;;0.0674508146218488;0.106305068421053;4.56940135754817;5.16766665411239e-05;0.0042085584870791;1.15901427346706
chrX;51147412;-;cg21043160;chrX:51149661-51150911;N_Shelf;;;;;;;;;;;-0.0903676361344537;0.848145055263158;-4.56780068304084;5.1930292720406e-05;0.00422842746438019;1.1542240645592
chrX;41193326;-;cg16117744;chrX:41191974-41194398;Island;"DDX3X;DDX3X";"NM_001356;NM_001356";"5'UTR;1stExon";;;;X:41078000-41079477;X:41192282-41193494;Promoter_Associated;TRUE;-0.0301151015378151;0.0575358627105263;-4.5657587625861;5.22556145265092e-05;0.00425412578985248;1.14811405704174
chrX;129476243;+;cg24266622;chrX:129473463-129473945;S_Shelf;"SLC25A14;SLC25A14";"NM_022810;NM_003951";"Body;Body";;;;;;;;-0.115548414565826;0.85423507368421;-4.56469587197547;5.24257494387619e-05;0.00426718315654862;1.14493388881874
chrX;67653598;-;cg04702045;chrX:67652946-67653907;Island;OPHN1;NM_002547;TSS1500;;;;X:67569455-67570619;;;TRUE;0.122579731736695;0.157322676578947;4.56432477244962;5.24852790553577e-05;0.00427123464773413;1.14382360814625
chrX;154299322;-;cg27268405;chrX:154299062-154299795;Island;"MTCP1;MTCP1NB;BRCC3;MTCP1;BRCC3;MTCP1NB";"NM_001018025;NM_001018024;NM_001018055;NM_001018025;NM_024332;NM_001018024";"1stExon;5'UTR;TSS1500;5'UTR;TSS1500;1stExon";high-CpG:153952447-153952836;;;X:153952465-153953606;X:154298720-154300585;Promoter_Associated;;0.104354328739496;0.166059431578947;4.56417775440403;5.25088812399902e-05;0.0042723614140685;1.14338375661779
chrX;130423207;-;cg12162305;;OpenSea;"IGSF1;IGSF1;IGSF1;IGSF1;IGSF1;IGSF1;IGSF1;IGSF1;IGSF1";"NM_205833;NM_001170962;NM_001555;NM_001170961;NM_205833;NM_001170962;NM_001555;NM_001170961;NM_001170963";"5'UTR;1stExon;5'UTR;1stExon;1stExon;5'UTR;1stExon;5'UTR;TSS200";;;;X:130250848-130251041;;;TRUE;0.214425253641457;0.245585622368421;4.56295689101501;5.27052821718488e-05;0.00428754484194339;1.1397313068513
chrX;124454052;-;cg00748144;chrX:124453902-124454150;Island;;;;;;;X:124281584-124281868;;;;-0.0694117136261786;0.820011072714935;-4.5626459474747;5.27554193214408e-05;0.00429082636376973;1.1388011027725
chrX;3632580;-;cg06015784;chrX:3630406-3630620;S_Shore;PRKX;NM_005044;TSS1500;;;;;;;;-0.0594395221288516;0.838164284210526;-4.56241262677005;5.27930712588506e-05;0.00429309137911527;1.1381031232219
chr1;7466976;+;cg07813851;;OpenSea;CAMTA1;NM_015215;Body;;;;;1:7466834-7467085;Unclassified_Cell_type_specific;;-0.0708083658263306;0.877204631578947;-4.55983070968787;5.32114971036022e-05;0.00432631404152541;1.13037998135511
chrX;40594925;+;cg22961098;chrX:40594515-40595457;Island;MED14;NM_004229;TSS200;high-CpG:40479699-40480142;;;X:40479292-40480401;;;TRUE;0.108205754817927;0.0992289118421053;4.55968535440229;5.32351502755385e-05;0.00432743368224604;1.12994522494349
chrX;48645024;+;cg00536175;;OpenSea;"GATA1;GATA1";"NM_002049;NM_002049";"5'UTR;1stExon";;;;;;;;-0.104829607482256;0.773464134820961;-4.55892530074574;5.33589999681616e-05;0.00433669627358164;1.12767197457158
chrX;10851874;+;cg02275924;;OpenSea;MID1;NM_033290;TSS200;;;TRUE;;;;;-0.0583112896358543;0.197672910526316;-4.55628803790712;5.37909429430747e-05;0.0043709907364157;1.11978499350845
chrX;48660813;-;cg10783042;chrX:48659712-48660629;S_Shore;HDAC6;NM_006044;5'UTR;;;;X:48544678-48545931;X:48659515-48661358;Promoter_Associated;;0.0902952893557423;0.224508334210526;4.55574580195904;5.38801786972933e-05;0.00437697155001645;1.11816354587942
chrX;129116536;+;cg08059778;chrX:129113845-129118029;Island;BCORL1;NM_021946;TSS200;high-CpG:128944207-128944422;;;X:128941100-128946452;X:129116458-129116735;Promoter_Associated;;0.158276634173669;0.343757436842105;4.55571935085018;5.38845354829795e-05;0.00437697155001645;1.11808445054866
chr22;44893667;+;cg12778775;chr22:44892393-44894049;Island;LDOC1L;NM_032287;5'UTR;high-CpG:43271863-43272997;;;22:43271105-43272955;22:44892735-44894638;Promoter_Associated;;0.0688757448179272;0.306589976315789;4.55553728889586;5.3914532483435e-05;0.00437859596302413;1.1175400439808
chrX;45017072;-;cg04029366;chrX:45016977-45017178;Island;CXorf36;NM_176819;Body;;;;X:44901950-44902064;;;;-0.136918461064426;0.756339505263158;-4.55525889916986;5.39604325003043e-05;0.00438151107613819;1.11670760739791
chrX;136112268;+;cg02416822;chrX:136113583-136114232;N_Shore;;;;;;;;;;;-0.0844945691876751;0.340792421052632;-4.55485683486418;5.40267915244256e-05;0.00438608604295737;1.11550538640719
chrX;15873761;+;cg18203880;chrX:15872215-15873762;Island;AP1S2;NM_003916;TSS1500;;;;X:15782229-15783683;;;;0.119455035294118;0.283231989473684;4.554263199909;5.41249154341834e-05;0.00439323762155526;1.11373040080858
chrX;96138767;-;cg25945792;;OpenSea;"DIAPH2;RPA4;DIAPH2";"NM_006729;NM_013347;NM_007309";"Body;TSS1500;Body";;;;;;;;-0.0584045784313727;0.908185397368421;-4.55397435935735;5.41727223082728e-05;0.00439630314856966;1.11286678290777
chr8;87082065;+;cg19587887;chr8:87081653-87082046;S_Shore;PSKH2;NM_033126;TSS1500;;;;8:87150802-87151182;;;;-0.0593890218487395;0.763223015789474;-4.55316266120749;5.4307291670901e-05;0.00440640730996002;1.11043993153365
chrX;153736252;-;cg11254749;chrX:153734989-153735205;S_Shore;"FAM3A;FAM3A;FAM3A;FAM3A;FAM3A";"NM_021806;NM_001171134;NR_033237;NM_001171133;NM_001171132";"Body;Body;Body;Body;Body";;;;;;;;-0.0680061554621849;0.816498892105263;-4.55270952062819;5.43825598224427e-05;0.00441169701305798;1.10908516484771
chrX;47062757;-;cg14010367;;OpenSea;"UBA1;UBA1;INE1";"NM_003334;NM_153280;NR_024616";"Body;Body;TSS1500";;;;;;;;0.0318248526610644;0.851487042105263;4.55207664001323;5.44878553543255e-05;0.00441942022802011;1.10719308839596
chrX;154493754;+;cg10512285;chrX:154493303-154493907;Island;"RAB39B;RAB39B";"NM_171998;NM_171998";"5'UTR;1stExon";;DMR;;X:154146498-154147073;X:154493126-154494036;Unclassified_Cell_type_specific;TRUE;0.0337734312605042;0.0935033205263158;4.55195797061018;5.45076213202902e-05;0.0044202047049334;1.10683831953651
chrX;48334335;+;cg12513189;chrX:48334229-48335036;Island;"FTSJ1;FTSJ1";"NM_012280;NM_177439";"TSS1500;TSS1500";;;;X:48219174-48219955;X:48333937-48335021;Promoter_Associated_Cell_type_specific;;0.106661995742297;0.124774899473684;4.55118497746752;5.46365465097789e-05;0.00442983933768159;1.10452747715663
chrX;129214223;+;cg13681367;;OpenSea;"ELF4;ELF4";"NM_001421;NM_001127197";"Body;Body";;;;;X:129213780-129214274;Gene_Associated_Cell_type_specific;TRUE;-0.0793133389355743;0.816711573684211;-4.54805805508041;5.51611478071741e-05;0.0044709349181862;1.09518076199778
chrX;70150722;+;cg10801213;chrX:70150675-70151002;Island;"SLC7A3;SLC7A3";"NM_032803;NM_001048164";"5'UTR;5'UTR";;;;X:70067331-70067727;;;;0.142254688543417;0.198736520789474;4.54802280503862;5.5167089861504e-05;0.0044709349181862;1.09507540613803
chrX;53077301;+;cg08725455;;OpenSea;GPR173;NM_018969;TSS1500;;;;;;;TRUE;-0.0672618036414566;0.799075997368421;-4.54798158644976;5.51740388255833e-05;0.0044709349181862;1.09495221168847
chrX;96854396;+;cg11482392;;OpenSea;DIAPH2;NM_006729;3'UTR;;;;;;;;-0.108451722128852;0.637305694736842;-4.54660389880021;5.54067970941672e-05;0.0044889654162302;1.09083475031347
chrX;135251416;+;cg05555725;;OpenSea;"FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1";"NM_001159704;NR_027621;NM_001449;NM_001167819;NM_001159703;NM_001159702;NM_001159700";"TSS200;Body;5'UTR;TSS1500;5'UTR;5'UTR;5'UTR";;;TRUE;;;;TRUE;-0.128933525490196;0.664537821052632;-4.54558402728338;5.5579725416424e-05;0.00450214281885937;1.08778691375808
chrX;48317196;+;cg04700811;;OpenSea;SLC38A5;NM_033518;3'UTR;;;;;;;;-0.0593662504201682;0.8707217;-4.543402050257;5.59514858643763e-05;0.0045314184327638;1.08126683498604
chrX;12993759;-;cg20064153;chrX:12993107-12994599;Island;"TMSL3;TMSB4X";"NM_183049;NM_021109";"5'UTR;5'UTR";;;;X:12902996-12903882;X:12993645-12993929;Promoter_Associated;;0.0662288880952381;0.114879305;4.54322233196436;5.59822147831287e-05;0.00453306874674393;1.08072984918519
chrX;71355311;+;cg14150883;chrX:71350941-71352137;S_Shelf;NHSL2;NM_001013627;Body;;CDMR;;;;;;-0.102901827170868;0.569237818421053;-4.54063613743608;5.64262566254343e-05;0.00456817960460421;1.07300315016213
chrX;16888211;+;cg03811055;chrX:16887742-16889250;Island;"RBBP7;RBBP7";"NM_002893;NM_002893";"1stExon;5'UTR";high-CpG:16797929-16798396;;;X:16797552-16799101;X:16887512-16889280;Promoter_Associated;;0.164465254005602;0.190186159473684;4.54025920854332;5.64912630635023e-05;0.00457259705370793;1.07187711540652
chrX;151999445;-;cg15234550;chrX:151999149-151999751;Island;"NSDHL;NSDHL;CETN2";"NM_001129765;NM_015922;NM_004344";"TSS200;TSS200;TSS200";;;;X:151749730-151750567;X:151998836-152000136;Promoter_Associated;;0.101463141372549;0.182469041315789;4.53908636821916;5.66940071261302e-05;0.00458815976650544;1.06837355122236
chrX;100878326;-;cg11704309;;OpenSea;"ARMCX3;ARMCX3;ARMCX3";"NM_177948;NM_016607;NM_177947";"TSS200;5'UTR;5'UTR";;DMR;TRUE;X:100764790-100765787;X:100877924-100878328;Promoter_Associated_Cell_type_specific;;0.167432813669468;0.231804408421053;4.53816425495407;5.68539119348037e-05;0.00460025045304847;1.06561915250079
chrX;39864897;-;cg09875833;chrX:39864525-39869106;Island;;;;;;;X:39749470-39751066;X:39864235-39865677;Unclassified_Cell_type_specific;;-0.109838531092437;0.659348547368421;-4.53787848138813;5.69035583550407e-05;0.00460341692553219;1.06476556497164
chr8;140990901;-;cg07454640;;OpenSea;"TRAPPC9;TRAPPC9";"NM_001160372;NM_031466";"Body;Body";;;;8:141059838-141060283;;;;0.0270766434173668;0.869339755263158;4.53765777291446;5.69419304589876e-05;0.00460567032059707;1.06410633327593
chr1;57719013;-;cg02620533;;OpenSea;DAB1;NM_021080;Body;;;TRUE;;;;;-0.101010912044818;0.506643668421053;-4.53710973179882;5.70373224159993e-05;0.00461253400466403;1.06246943502297
chrX;47420411;+;cg07464598;chrX:47420402-47421099;Island;ARAF;NM_001654;TSS200;;;;X:47305292-47306011;X:47419968-47421096;Promoter_Associated;TRUE;0.0830290549019607;0.218027789473684;4.53080794351926;5.81455805578756e-05;0.00470128920026144;1.04365122421647
chrX;12809315;-;cg26059639;chrX:12809597-12810332;N_Shore;"PRPS2;PRPS2";"NM_002765;NM_001039091";"TSS200;TSS200";;;;X:12719077-12720253;X:12808920-12810321;Promoter_Associated;;0.126715269187675;0.342715471052632;4.52751734633913;5.87326755187841e-05;0.00474788139936822;1.03382792994839
chrX;134568966;-;cg04495420;chrX:134568848-134569109;Island;;;;;;;X:134395645-134396775;;;TRUE;0.130108601120448;0.585390615789474;4.52738080301198;5.87571627044437e-05;0.00474898423346747;1.03342035678587
chrX;47518579;-;cg00265812;chrX:47518015-47518850;Island;"LOC100133957;LOC100133957;UXT;UXT";"NR_028119;NR_027444;NM_004182;NM_153477";"Body;Body;TSS200;TSS200";high-CpG:47403431-47403533;;;X:47402910-47403794;X:47517859-47519027;Promoter_Associated;TRUE;0.0876295036304657;0.178734069918687;4.52721049474522;5.87877192571859e-05;0.00475057712005882;1.03291200238866
chr16;3069456;+;cg02105042;chr16:3070095-3071305;N_Shore;"CLDN6;TNFRSF12A";"NM_021195;NM_016639";"TSS1500;TSS1500";;;;;;;;0.0405784355742297;0.726908213157895;4.52516600573143;5.91557628517221e-05;0.00477943637930267;1.02680982271552
chrX;80259692;-;cg09614506;chrX:80259089-80259493;S_Shore;;;;;;;;;;;-0.0510371843137255;0.919645857894737;-4.52396982170681;5.93721474994858e-05;0.00479603410415326;1.02323994516936
chr11;14128237;+;cg12696488;;OpenSea;SPON1;NM_006108;Body;;;TRUE;;;;;-0.0840243983193277;0.818299005263158;-4.52369247612526;5.94224293004936e-05;0.00479921052755502;1.02241227721657
chrX;128913980;-;cg18091964;;OpenSea;"SASH3;SASH3";"NM_018990;NM_018990";"1stExon;5'UTR";;;;;X:128913689-128914109;Promoter_Associated;;-0.076224755742297;0.842622310526316;-4.52266016835064;5.96099517727162e-05;0.0048134678814456;1.0193317438869
chrX;24483478;+;cg00114625;chrX:24483016-24483947;Island;"PDK3;PDK3;PDK3;PDK3";"NM_001142386;NM_001142386;NM_005391;NM_005391";"5'UTR;1stExon;5'UTR;1stExon";;;;X:24392942-24393868;X:24482615-24484015;Promoter_Associated_Cell_type_specific;;0.152424883686249;0.338968480498636;4.52158235685415;5.9806361715738e-05;0.00482843750382901;1.01611563887347
chrX;152937145;-;cg08291693;chrX:152938634-152939544;N_Shore;"PNCK;PNCK";"NM_001039582;NM_001135740";"Body;Body";;;;;;;;-0.0824275128851541;0.927559871052632;-4.52010937379323;6.00758143523542e-05;0.00484929758675637;1.01172073178329
chrX;105969177;+;cg08681413;chrX:105969686-105970598;N_Shore;"RNF128;RNF128";"NM_194463;NM_024539";"TSS1500;Body";;;;;;;;-0.103258605882353;0.527647939473684;-4.51999605315466;6.00965935138832e-05;0.00484984787889002;1.01138263667573
chr15;80610082;+;cg15476396;;OpenSea;;;;;;TRUE;;;;TRUE;-0.0716777159663866;0.633601289473684;-4.51995140748116;6.0104781958457e-05;0.00484984787889002;1.01124943580832
chr8;143597497;-;cg19083914;;OpenSea;BAI1;NM_001702;Body;;;;8:143594305-143594877;;;;-0.122072213165266;0.536606734210526;-4.51989038199188;6.01159763946906e-05;0.00484985750315781;1.01106736619369
chrX;71299647;-;cg17585445;;OpenSea;NHSL2;NM_001013627;Body;low-CpG:71216358-71216459;;;;;;;-0.0810565764705882;0.786675252631579;-4.5196231541106;6.01650205015996e-05;0.00485292008431249;1.01027009990547
chrX;106361572;-;cg05327750;chrX:106361519-106361900;Island;"RBM41;RBM41";"NM_001171080;NM_018301";"Body;Body";;;;X:106248156-106248627;X:106361456-106361724;Promoter_Associated_Cell_type_specific;;0.0715151952941176;0.10709683;4.51454444332937;6.11046336246782e-05;0.00492780174636852;0.995120521224095
chrX;105067311;+;cg18834878;chrX:105066349-105067110;S_Shore;NRK;NM_198465;Body;;;;X:104952804-104953968;;;;0.133409907002801;0.366758015789474;4.51380906273569;6.12418780680046e-05;0.00493796048121736;0.992927322452424
chrX;11161466;+;cg17968718;chrX:11156942-11157564;S_Shelf;"ARHGAP6;ARHGAP6";"NM_013423;NM_013427";"Body;Body";;;;;;;;-0.10561336442577;0.821241607894737;-4.51360097370551;6.12807688636068e-05;0.00494018663631238;0.992306736690599
chrX;114468791;+;cg10501443;chrX:114468095-114468453;S_Shore;LRCH2;NM_020871;TSS200;;;;;;;;0.0668579466666667;0.127874952631579;4.51301651458276;6.13901313903304e-05;0.00494809204792035;0.990563743611224
chrX;102943712;-;cg11425349;chrX:102942107-102942486;S_Shore;"MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2";"NM_001142419;NM_001142432;NM_001142427;NM_001142431;NM_001142422;NM_001142420;NM_001142428;NM_001142421";"TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500";;;;;;;;-0.0677849988795518;0.838132863157895;-4.51234541402;6.15159429520218e-05;0.004957320110869;0.988562446673983
chrX;118600932;+;cg17276682;chrX:118602158-118603318;N_Shore;"LOC100303728;SLC25A5";"NR_028443;NM_001152";"Body;TSS1500";;;;;X:118600815-118600934;Unclassified_Cell_type_specific;;-0.074142250420168;0.841989615789474;-4.51063608221975;6.18375395925967e-05;0.0049823193997712;0.983465419902037
chrX;65383076;-;cg08021299;;OpenSea;"HEPH;HEPH;HEPH";"NM_138737;NM_001130860;NM_014799";"Body;TSS1500;TSS1500";;;;;;;;-0.162383124929972;0.552450663157895;-4.51054325870289;6.18550508534152e-05;0.00498281350053604;0.983188647191774
chrX;40006261;+;cg05946161;chrX:40005040-40007066;Island;"BCOR;BCOR";"NM_001123384;NM_001123383";"5'UTR;5'UTR";;RDMR;;X:39889268-39891474;X:40005405-40006297;Unclassified;;-0.0735735022408964;0.287960471052632;-4.50862866693314;6.22173310681823e-05;0.00501107561965814;0.977480262560524
chrX;149861761;-;cg10500026;;OpenSea;MTMR1;NM_003828;TSS200;;;;X:149612254-149613323;;;TRUE;0.0877855611484594;0.189936559736842;4.50836488545725;6.22674073334116e-05;0.00501418660186287;0.976693849526386
chrX;102191907;-;cg17920239;chrX:102192185-102192566;N_Shore;RAB40AL;NM_001031834;TSS1500;;;;;;;;-0.0651785974789917;0.894017960526316;-4.50724103494144;6.24812039016747e-05;0.00503047786603401;0.973343459042677
chrX;43515544;+;cg15014034;chrX:43515325-43515681;Island;"MAOA;MAOA";"NM_000240;NM_000240";"1stExon;5'UTR";;;;X:43398975-43400591;;;;0.160909363921569;0.264235565263158;4.50422862479995;6.30578415343595e-05;0.00507584406958127;0.96436415495984
chrX;69654348;+;cg00914218;chrX:69653707-69654661;Island;;;;;;;X:69570314-69571376;X:69654250-69654558;Promoter_Associated;;0.138469778047294;0.223495275059222;4.5041765342088;6.30678586690044e-05;0.00507584406958127;0.96420890031057
chrX;129039782;-;cg04216286;chrX:129039750-129040152;Island;"UTP14A;UTP14A";"NM_001166221;NM_006649";"TSS1500;TSS1500";;;;X:128867377-128868032;X:129039695-129040199;Promoter_Associated_Cell_type_specific;TRUE;0.0957919357983193;0.120659705789474;4.50395399532823;6.3110671018995e-05;0.00507835635463102;0.963545634902342
chrX;132352420;-;cg16829640;;OpenSea;TFDP3;NM_016521;TSS200;;;;X:132180039-132180289;;;;-0.0843484806722689;0.679560589473684;-4.50283560335841;6.33262622347837e-05;0.00509476824134866;0.960212472017012
chrX;153561283;+;cg27614967;chrX:153561035-153561361;Island;;;;;;;X:153214241-153214544;;;;-0.0922105380952381;0.650533744736842;-4.5008399746317;6.37127590721669e-05;0.00512492139028989;0.954265468596171
chrX;64887118;+;cg09778422;chrX:64887549-64887837;N_Shore;MSN;NM_002444;TSS1500;;;;;X:64887022-64888186;Promoter_Associated_Cell_type_specific;;0.097678531372549;0.481113476315789;4.50073560936728;6.37330354110736e-05;0.00512561086109289;0.953954479845493
chr6;40722820;-;cg24003832;;OpenSea;;;;;;TRUE;6:40830474-40831017;;;;-0.0854432963585435;0.429484342105263;-4.49919687981865;6.4032721460923e-05;0.00514876695898348;0.949369602720253
chr3;16411667;+;cg11643285;;OpenSea;RFTN1;NM_015150;Body;;;TRUE;;;;;0.0600709081232493;0.343867263157895;4.49848716103114;6.41714145303343e-05;0.0051587026449555;0.947255043711323
chr3;51994712;+;cg21144338;;OpenSea;"PCBP4;PCBP4;PCBP4";"NM_033008;NM_020418;NM_033010";"Body;5'UTR;Body";;;;;;;;-0.0530307361344538;0.626458205263158;-4.49844405579028;6.41798476600296e-05;0.0051587026449555;0.947126617729365
chr22;45186159;+;cg12877165;chr22:45182016-45182223;S_Shelf;"ARHGAP8;PRR5-ARHGAP8;ARHGAP8";"NM_181335;NM_181334;NM_001017526";"Body;Body;Body";;;;;;;;0.0359494885154062;0.710269557894737;4.49768958021154;6.43276303078078e-05;0.00516963234030286;0.944878822853136
chr1;174967663;-;cg24317406;chr1:174968490-174969624;N_Shore;"CACYBP;CACYBP";"NM_014412;NM_001007214";"TSS1500;TSS1500";;;;;1:174967610-174967986;Promoter_Associated_Cell_type_specific;;0.0736806285714285;0.428680242105263;4.49716230074673;6.44311096939748e-05;0.005176998286134;0.943307974958358
chrX;57021244;+;cg13312942;chrX:57021591-57022044;N_Shore;"SPIN3;SPIN3";"NM_001010862;NR_027139";"Body;Body";;;;;;;;0.136223545098039;0.488638321052632;4.49624142476967;6.46122259057673e-05;0.00519059845405231;0.940564671643111
chrX;100182696;-;cg19244546;chrX:100183877-100184344;N_Shore;XKRX;NM_212559;Body;;;;;;;;-0.104884287394958;0.792156989473684;-4.49447362433822;6.49613185112099e-05;0.00521763452219224;0.93529883173608
chrX;47518114;+;cg06803079;chrX:47518015-47518850;Island;"UXT;LOC100133957;UXT;LOC100133957";"NM_153477;NR_027444;NM_004182;NR_028119";"Body;TSS200;Body;TSS200";;;;X:47402910-47403794;X:47517859-47519027;Promoter_Associated;TRUE;-0.069007093837535;0.343539218421053;-4.4944166554412;6.49725991302073e-05;0.00521763452219224;0.935129145650047
chrX;119124801;+;cg25908030;chrX:119124496-119125671;Island;;;;;CDMR;TRUE;X:119008418-119009699;;;;0.131702266946779;0.275758355263158;4.49367648687384;6.51193379020869e-05;0.00522829396677817;0.932924556351439
chr14;95327836;+;cg24092773;chr14:95330983-95331195;N_Shelf;;;;;;;;;;;-0.0794727296918767;0.507243065789474;-4.49362672655612;6.51292145967493e-05;0.00522829396677817;0.932776349276136
